evidence_id,request_id,source_id,claim,excerpt,entity,topic,date,confidence,credibility,recency_score,duplicate_flag,contradiction_flag,validation
ev-01837,req-0093,src-00962,Operational efficiency is emerging as a value lever in Australia,DEMO evidence excerpt: operational efficiency is emerging as a value lever in australia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Adani Green,pricing & demand,2025-04-01,0.85,91,69,yes,no,pass
ev-01838,req-0357,src-00023,Competitor announced a new partnership in Canada,DEMO evidence excerpt: competitor announced a new partnership in canada based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Nestle,supply chain,2024-12-16,0.87,77,55,no,no,pass
ev-01839,req-0001,src-00327,Regulatory requirements are tightening in Southeast Asia,DEMO evidence excerpt: regulatory requirements are tightening in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Honeywell,product launches,2024-04-19,0.64,88,87,no,no,review
ev-01840,req-0234,src-00339,Working-capital exposure is concentrated in selected segments in Canada,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in canada based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,AMD,pricing & demand,2024-12-28,0.82,99,81,no,no,pass
ev-01841,req-0008,src-00429,The evidence indicates a potential value-leakage theme in Australia,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in australia based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Siemens Gamesa,working capital,2024-01-19,0.72,89,65,no,yes,pass
ev-01842,req-0223,src-01256,Operational efficiency is emerging as a value lever in United Kingdom,DEMO evidence excerpt: operational efficiency is emerging as a value lever in united kingdom based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Fortinet,working capital,2026-02-17,0.95,79,64,yes,no,pass
ev-01843,req-0300,src-01659,Working-capital exposure is concentrated in selected segments in Global,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in global based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Adyen,product launches,2025-06-30,0.96,71,82,no,yes,pass
ev-01844,req-0096,src-00942,Market growth is accelerating in Middle East,DEMO evidence excerpt: market growth is accelerating in middle east based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Microsoft,value leakage,2025-09-07,0.9,63,97,yes,no,review
ev-01845,req-0095,src-00721,Demand is shifting toward premium offerings in India,DEMO evidence excerpt: demand is shifting toward premium offerings in india based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,PhonePe,product launches,2024-07-07,0.59,60,57,no,no,pass
ev-01846,req-0016,src-01012,Operational efficiency is emerging as a value lever in United Kingdom,DEMO evidence excerpt: operational efficiency is emerging as a value lever in united kingdom based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Siemens,investment trends,2024-07-31,0.6,80,93,yes,no,pass
ev-01847,req-0377,src-00924,Working-capital exposure is concentrated in selected segments in Canada,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in canada based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Flipkart,market growth,2026-04-11,0.84,89,63,no,yes,pass
ev-01848,req-0467,src-01453,Working-capital exposure is concentrated in selected segments in United States,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in united states based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Hyundai,working capital,2024-08-04,0.85,92,85,no,yes,pass
ev-01849,req-0485,src-01646,Working-capital exposure is concentrated in selected segments in Middle East,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in middle east based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,BMW,operational efficiency,2026-03-08,0.66,68,81,no,no,review
ev-01850,req-0467,src-00313,Technology adoption is expanding in United States,DEMO evidence excerpt: technology adoption is expanding in united states based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Toyota,supply chain,2025-11-11,0.94,77,84,no,no,pass
ev-01851,req-0255,src-00504,Operational efficiency is emerging as a value lever in Middle East,DEMO evidence excerpt: operational efficiency is emerging as a value lever in middle east based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Siemens Healthineers,risk & exposure,2025-01-31,0.66,68,99,no,yes,pass
ev-01852,req-0346,src-01755,Investment activity increased in Australia,DEMO evidence excerpt: investment activity increased in australia based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Samsung,competitor movement,2025-02-05,0.82,66,91,yes,no,pass
ev-01853,req-0243,src-01485,The evidence indicates a potential value-leakage theme in United States,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in united states based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,GE HealthCare,risk & exposure,2025-04-03,0.93,65,86,yes,no,review
ev-01854,req-0078,src-00373,Working-capital exposure is concentrated in selected segments in United States,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in united states based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,BMW,market growth,2024-03-08,0.78,60,75,yes,no,pass
ev-01855,req-0304,src-00710,Regulatory requirements are tightening in Middle East,DEMO evidence excerpt: regulatory requirements are tightening in middle east based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Razorpay,product launches,2025-05-25,0.78,98,69,no,yes,pass
ev-01856,req-0106,src-01455,Working-capital exposure is concentrated in selected segments in United Kingdom,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in united kingdom based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Vestas,market size,2025-05-11,0.83,62,67,no,no,review
ev-01857,req-0140,src-01387,Demand is shifting toward premium offerings in Australia,DEMO evidence excerpt: demand is shifting toward premium offerings in australia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Adani Green,value leakage,2025-07-17,0.7,74,87,yes,yes,review
ev-01858,req-0194,src-00940,Technology adoption is expanding in India,DEMO evidence excerpt: technology adoption is expanding in india based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,IBM,partnerships,2024-02-01,0.68,77,61,no,yes,review
ev-01859,req-0497,src-01141,Operational efficiency is emerging as a value lever in Europe,DEMO evidence excerpt: operational efficiency is emerging as a value lever in europe based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,ICICI Bank,market growth,2026-05-09,0.66,86,66,no,no,review
ev-01860,req-0103,src-01465,Supply constraints remain a monitored risk in United States,DEMO evidence excerpt: supply constraints remain a monitored risk in united states based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Philips,market size,2024-11-14,0.65,86,81,no,no,review
ev-01861,req-0134,src-01707,Customer behavior is changing in Europe,DEMO evidence excerpt: customer behavior is changing in europe based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Oracle,operational efficiency,2026-05-17,0.69,95,66,no,no,pass
ev-01862,req-0471,src-00435,Investment activity increased in Europe,DEMO evidence excerpt: investment activity increased in europe based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Intel,pricing & demand,2024-08-12,0.77,75,87,yes,no,pass
ev-01863,req-0395,src-00297,Operational efficiency is emerging as a value lever in Canada,DEMO evidence excerpt: operational efficiency is emerging as a value lever in canada based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,TSMC,technology adoption,2026-01-24,0.8,99,70,yes,yes,pass
ev-01864,req-0214,src-01561,Demand is shifting toward premium offerings in Middle East,DEMO evidence excerpt: demand is shifting toward premium offerings in middle east based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,FedEx,risk & exposure,2025-04-01,0.72,76,85,no,no,pass
ev-01865,req-0493,src-01221,Technology adoption is expanding in Middle East,DEMO evidence excerpt: technology adoption is expanding in middle east based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,PhonePe,pricing & demand,2025-12-31,0.78,99,76,no,no,pass
ev-01866,req-0367,src-01809,Demand is shifting toward premium offerings in United States,DEMO evidence excerpt: demand is shifting toward premium offerings in united states based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,JPMorgan Chase,partnerships,2026-03-28,0.73,84,73,no,no,pass
ev-01867,req-0177,src-00263,Operational efficiency is emerging as a value lever in Global,DEMO evidence excerpt: operational efficiency is emerging as a value lever in global based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Flipkart,regulation,2024-11-04,0.7,80,64,no,no,review
ev-01868,req-0180,src-01642,Operational efficiency is emerging as a value lever in Canada,DEMO evidence excerpt: operational efficiency is emerging as a value lever in canada based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Stripe,customer behavior,2024-02-05,0.73,60,79,no,no,pass
ev-01869,req-0373,src-00177,Technology adoption is expanding in Australia,DEMO evidence excerpt: technology adoption is expanding in australia based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Vestas,regulation,2025-08-28,0.78,89,63,no,yes,pass
ev-01870,req-0059,src-01077,Supply constraints remain a monitored risk in Europe,DEMO evidence excerpt: supply constraints remain a monitored risk in europe based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,JPMorgan Chase,technology adoption,2024-06-22,0.82,82,64,no,yes,pass
ev-01871,req-0373,src-01301,The evidence indicates a potential value-leakage theme in Australia,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in australia based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,ReNew,operational efficiency,2024-08-29,0.75,74,74,yes,yes,pass
ev-01872,req-0212,src-00505,Competitor announced a new partnership in Japan,DEMO evidence excerpt: competitor announced a new partnership in japan based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,DBS,competitor movement,2025-08-02,0.6,91,93,no,no,pass
ev-01873,req-0008,src-01464,Customer behavior is changing in Australia,DEMO evidence excerpt: customer behavior is changing in australia based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,NTPC,investment trends,2025-11-13,0.91,61,80,yes,no,review
ev-01874,req-0005,src-01873,The evidence indicates a potential value-leakage theme in Australia,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in australia based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Siemens,working capital,2024-01-11,0.72,76,78,no,yes,pass
ev-01875,req-0336,src-00332,The evidence indicates a potential value-leakage theme in Global,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in global based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,OpenAI,supply chain,2025-04-18,0.88,82,90,no,no,pass
ev-01876,req-0280,src-01640,Technology adoption is expanding in Middle East,DEMO evidence excerpt: technology adoption is expanding in middle east based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Razorpay,competitor movement,2025-05-03,0.67,65,69,yes,no,review
ev-01877,req-0486,src-01556,The evidence indicates a potential value-leakage theme in Japan,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in japan based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,ICICI Bank,partnerships,2024-02-05,0.86,77,58,yes,no,pass
ev-01878,req-0338,src-00623,Investment activity increased in Canada,DEMO evidence excerpt: investment activity increased in canada based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Amazon,pricing & demand,2024-03-15,0.67,93,65,no,no,review
ev-01879,req-0355,src-00517,Market growth is accelerating in Middle East,DEMO evidence excerpt: market growth is accelerating in middle east based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Maersk,operational efficiency,2025-11-23,0.81,64,84,no,no,pass
ev-01880,req-0088,src-00168,Customer behavior is changing in Canada,DEMO evidence excerpt: customer behavior is changing in canada based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,AWS,market size,2024-08-09,0.82,69,56,no,no,review
ev-01881,req-0314,src-01750,Pricing pressure is increasing in Global,DEMO evidence excerpt: pricing pressure is increasing in global based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Walmart,working capital,2025-03-04,0.67,82,74,no,yes,review
ev-01882,req-0018,src-00658,Investment activity increased in Middle East,DEMO evidence excerpt: investment activity increased in middle east based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,Palo Alto Networks,working capital,2025-12-24,0.78,68,80,no,no,pass
ev-01883,req-0141,src-01674,The evidence indicates a potential value-leakage theme in Southeast Asia,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in southeast asia based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Unilever,customer behavior,2026-05-27,0.93,87,90,no,no,pass
ev-01884,req-0396,src-01334,Investment activity increased in Global,DEMO evidence excerpt: investment activity increased in global based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Flipkart,product launches,2026-02-18,0.69,67,77,no,yes,review
ev-01885,req-0152,src-00609,The evidence indicates a potential value-leakage theme in India,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in india based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,PepsiCo,operational efficiency,2026-08-25,0.78,76,74,no,yes,pass
ev-01886,req-0092,src-01581,Customer behavior is changing in India,DEMO evidence excerpt: customer behavior is changing in india based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Tesla,risk & exposure,2024-07-22,0.72,66,58,no,no,pass
ev-01887,req-0428,src-00581,Technology adoption is expanding in Japan,DEMO evidence excerpt: technology adoption is expanding in japan based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Tesla,investment trends,2025-06-28,0.73,98,64,no,yes,pass
ev-01888,req-0152,src-00411,Customer behavior is changing in India,DEMO evidence excerpt: customer behavior is changing in india based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Unilever,investment trends,2024-08-08,0.95,86,81,no,yes,pass
ev-01889,req-0431,src-00765,Supply constraints remain a monitored risk in Australia,DEMO evidence excerpt: supply constraints remain a monitored risk in australia based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Microsoft Azure,competitor movement,2026-06-19,0.87,61,65,no,no,pass
ev-01890,req-0036,src-00781,Market growth is accelerating in Japan,DEMO evidence excerpt: market growth is accelerating in japan based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,HDFC Bank,investment trends,2025-08-16,0.86,75,96,no,no,pass
ev-01891,req-0351,src-00028,Demand is shifting toward premium offerings in United States,DEMO evidence excerpt: demand is shifting toward premium offerings in united states based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Schneider Electric,competitor movement,2024-04-13,0.63,95,72,no,no,review
ev-01892,req-0027,src-00600,Customer behavior is changing in United States,DEMO evidence excerpt: customer behavior is changing in united states based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,HDFC Bank,market size,2026-03-08,0.92,80,61,no,no,pass
ev-01893,req-0075,src-00343,Demand is shifting toward premium offerings in India,DEMO evidence excerpt: demand is shifting toward premium offerings in india based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Intel,risk & exposure,2025-04-08,0.9,93,99,no,no,pass
ev-01894,req-0195,src-00799,The evidence indicates a potential value-leakage theme in Global,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in global based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,IBM,regulation,2026-07-10,0.7,61,89,no,no,pass
ev-01895,req-0117,src-00494,Operational efficiency is emerging as a value lever in Southeast Asia,DEMO evidence excerpt: operational efficiency is emerging as a value lever in southeast asia based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Hyundai,risk & exposure,2024-02-20,0.65,82,60,no,no,pass
ev-01896,req-0164,src-00649,Competitor announced a new partnership in United Kingdom,DEMO evidence excerpt: competitor announced a new partnership in united kingdom based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,NTPC,technology adoption,2025-10-31,0.62,97,96,yes,yes,pass
ev-01897,req-0336,src-00332,Working-capital exposure is concentrated in selected segments in Global,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in global based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Meta,supply chain,2025-04-18,0.95,73,70,yes,no,pass
ev-01898,req-0267,src-01174,Market growth is accelerating in Japan,DEMO evidence excerpt: market growth is accelerating in japan based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,PhonePe,investment trends,2025-04-23,0.6,97,70,no,yes,review
ev-01899,req-0350,src-01480,Customer behavior is changing in Canada,DEMO evidence excerpt: customer behavior is changing in canada based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,HSBC,product launches,2024-12-04,0.85,73,84,no,no,pass
ev-01900,req-0278,src-00785,Pricing pressure is increasing in Canada,DEMO evidence excerpt: pricing pressure is increasing in canada based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Tesla,supply chain,2024-04-01,0.66,88,92,yes,no,pass
ev-01901,req-0278,src-01494,Technology adoption is expanding in Canada,DEMO evidence excerpt: technology adoption is expanding in canada based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Hyundai,supply chain,2024-08-12,0.81,88,69,no,yes,pass
ev-01902,req-0244,src-00564,Regulatory requirements are tightening in Southeast Asia,DEMO evidence excerpt: regulatory requirements are tightening in southeast asia based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,AWS,market size,2024-12-24,0.62,91,69,no,no,pass
ev-01903,req-0436,src-01112,Technology adoption is expanding in Middle East,DEMO evidence excerpt: technology adoption is expanding in middle east based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Tata Motors,product launches,2025-01-19,0.73,90,59,no,no,pass
ev-01904,req-0356,src-01268,Customer behavior is changing in Canada,DEMO evidence excerpt: customer behavior is changing in canada based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Microsoft,supply chain,2024-04-07,0.87,97,85,yes,yes,pass
ev-01905,req-0126,src-01353,Supply constraints remain a monitored risk in Australia,DEMO evidence excerpt: supply constraints remain a monitored risk in australia based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Amazon,investment trends,2025-07-25,0.68,74,90,no,no,review
ev-01906,req-0054,src-01306,Regulatory requirements are tightening in United States,DEMO evidence excerpt: regulatory requirements are tightening in united states based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,HSBC,risk & exposure,2024-12-23,0.58,62,69,no,yes,pass
ev-01907,req-0053,src-01159,Operational efficiency is emerging as a value lever in India,DEMO evidence excerpt: operational efficiency is emerging as a value lever in india based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Abbott,market size,2025-11-27,0.62,69,81,yes,no,review
ev-01908,req-0257,src-00255,The evidence indicates a potential value-leakage theme in Canada,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in canada based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,ABB,market growth,2025-01-13,0.81,61,89,no,no,pass
ev-01909,req-0482,src-01152,Market growth is accelerating in India,DEMO evidence excerpt: market growth is accelerating in india based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Unilever,competitor movement,2024-01-02,0.68,91,56,no,yes,pass
ev-01910,req-0386,src-01620,Customer behavior is changing in Global,DEMO evidence excerpt: customer behavior is changing in global based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Anthropic,pricing & demand,2025-05-19,0.89,66,89,no,yes,review
ev-01911,req-0434,src-00592,The evidence indicates a potential value-leakage theme in Canada,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in canada based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,BMW,technology adoption,2024-02-11,0.79,90,77,yes,yes,pass
ev-01912,req-0284,src-01602,Regulatory requirements are tightening in United Kingdom,DEMO evidence excerpt: regulatory requirements are tightening in united kingdom based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,AT&T,risk & exposure,2024-01-21,0.67,98,90,no,no,pass
ev-01913,req-0148,src-01183,Supply constraints remain a monitored risk in Canada,DEMO evidence excerpt: supply constraints remain a monitored risk in canada based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Abbott,competitor movement,2025-04-30,0.6,99,57,no,no,review
ev-01914,req-0224,src-00144,Technology adoption is expanding in Canada,DEMO evidence excerpt: technology adoption is expanding in canada based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Walmart,value leakage,2026-08-22,0.76,65,71,no,yes,pass
ev-01915,req-0202,src-00311,Operational efficiency is emerging as a value lever in Global,DEMO evidence excerpt: operational efficiency is emerging as a value lever in global based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,PayPal,product launches,2024-01-21,0.69,67,68,no,no,pass
ev-01916,req-0173,src-01294,Competitor announced a new partnership in United Kingdom,DEMO evidence excerpt: competitor announced a new partnership in united kingdom based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Nestle,pricing & demand,2025-03-15,0.7,68,93,no,no,pass
ev-01917,req-0092,src-01045,The evidence indicates a potential value-leakage theme in India,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in india based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,BMW,working capital,2025-08-31,0.75,75,77,yes,no,pass
ev-01918,req-0071,src-00577,Investment activity increased in India,DEMO evidence excerpt: investment activity increased in india based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,IBM,partnerships,2025-07-02,0.85,92,92,no,no,pass
ev-01919,req-0201,src-01982,Competitor announced a new partnership in Australia,DEMO evidence excerpt: competitor announced a new partnership in australia based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Anthropic,customer behavior,2026-02-22,0.65,96,76,no,no,pass
ev-01920,req-0102,src-01598,Market growth is accelerating in Europe,DEMO evidence excerpt: market growth is accelerating in europe based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,FedEx,risk & exposure,2024-01-05,0.81,85,82,yes,yes,pass
ev-01921,req-0096,src-01242,Customer behavior is changing in Middle East,DEMO evidence excerpt: customer behavior is changing in middle east based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Palo Alto Networks,product launches,2024-08-14,0.76,91,97,no,no,pass
ev-01922,req-0235,src-00259,Investment activity increased in Middle East,DEMO evidence excerpt: investment activity increased in middle east based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Abbott,competitor movement,2026-01-08,0.71,61,58,no,no,review
ev-01923,req-0359,src-01851,Regulatory requirements are tightening in United Kingdom,DEMO evidence excerpt: regulatory requirements are tightening in united kingdom based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Vodafone Idea,risk & exposure,2024-11-14,0.59,87,82,no,yes,review
ev-01924,req-0136,src-00243,The evidence indicates a potential value-leakage theme in Japan,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in japan based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Hyundai,regulation,2024-11-16,0.86,82,87,no,no,pass
ev-01925,req-0327,src-01378,Investment activity increased in India,DEMO evidence excerpt: investment activity increased in india based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Fortinet,product launches,2026-01-24,0.74,92,62,no,no,pass
ev-01926,req-0174,src-01978,Operational efficiency is emerging as a value lever in India,DEMO evidence excerpt: operational efficiency is emerging as a value lever in india based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Abbott,operational efficiency,2025-03-10,0.68,92,93,no,no,pass
ev-01927,req-0144,src-01905,Customer behavior is changing in India,DEMO evidence excerpt: customer behavior is changing in india based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Schneider Electric,operational efficiency,2026-06-28,0.89,91,91,no,yes,pass
ev-01928,req-0166,src-00309,Market growth is accelerating in India,DEMO evidence excerpt: market growth is accelerating in india based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Walmart,product launches,2026-06-22,0.67,66,55,yes,no,pass
ev-01929,req-0383,src-00525,Pricing pressure is increasing in United Kingdom,DEMO evidence excerpt: pricing pressure is increasing in united kingdom based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Coca-Cola,value leakage,2025-08-29,0.75,85,83,no,no,pass
ev-01930,req-0038,src-01671,Regulatory requirements are tightening in Europe,DEMO evidence excerpt: regulatory requirements are tightening in europe based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Adani Green,technology adoption,2025-06-19,0.67,87,55,yes,no,pass
ev-01931,req-0312,src-00676,Pricing pressure is increasing in Australia,DEMO evidence excerpt: pricing pressure is increasing in australia based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Hyundai,market size,2024-05-28,0.59,82,58,no,no,review
ev-01932,req-0378,src-00516,Operational efficiency is emerging as a value lever in Japan,DEMO evidence excerpt: operational efficiency is emerging as a value lever in japan based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Philips,risk & exposure,2026-01-20,0.81,83,77,no,yes,pass
ev-01933,req-0161,src-01689,Supply constraints remain a monitored risk in United States,DEMO evidence excerpt: supply constraints remain a monitored risk in united states based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,AWS,operational efficiency,2025-08-24,0.76,68,78,no,yes,pass
ev-01934,req-0458,src-01247,Pricing pressure is increasing in Middle East,DEMO evidence excerpt: pricing pressure is increasing in middle east based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Microsoft,operational efficiency,2024-04-08,0.86,87,65,no,no,pass
ev-01935,req-0077,src-01754,Competitor announced a new partnership in Southeast Asia,DEMO evidence excerpt: competitor announced a new partnership in southeast asia based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,Tesla,customer behavior,2025-12-07,0.82,65,88,no,no,pass
ev-01936,req-0045,src-00746,Investment activity increased in United States,DEMO evidence excerpt: investment activity increased in united states based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,Microsoft,working capital,2025-12-07,0.64,78,89,no,no,pass
ev-01937,req-0397,src-01175,Technology adoption is expanding in United States,DEMO evidence excerpt: technology adoption is expanding in united states based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,AMD,operational efficiency,2026-06-08,0.8,62,58,no,yes,review
ev-01938,req-0258,src-01655,Customer behavior is changing in Europe,DEMO evidence excerpt: customer behavior is changing in europe based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,MG Motor India,working capital,2025-11-16,0.86,61,96,no,no,pass
ev-01939,req-0204,src-00392,Demand is shifting toward premium offerings in Global,DEMO evidence excerpt: demand is shifting toward premium offerings in global based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Siemens Gamesa,regulation,2025-11-06,0.68,64,55,no,no,pass
ev-01940,req-0475,src-01228,Working-capital exposure is concentrated in selected segments in Middle East,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in middle east based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Oracle,partnerships,2024-10-24,0.92,79,79,no,yes,pass
ev-01941,req-0084,src-01967,Customer behavior is changing in United Kingdom,DEMO evidence excerpt: customer behavior is changing in united kingdom based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,BMW,pricing & demand,2026-05-01,0.88,60,72,no,no,review
ev-01942,req-0350,src-00231,The evidence indicates a potential value-leakage theme in Canada,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in canada based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,JPMorgan Chase,value leakage,2025-12-29,0.83,97,63,no,no,pass
ev-01943,req-0493,src-00420,Competitor announced a new partnership in Middle East,DEMO evidence excerpt: competitor announced a new partnership in middle east based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Adyen,competitor movement,2025-12-28,0.73,77,98,no,no,pass
ev-01944,req-0108,src-01213,Demand is shifting toward premium offerings in Japan,DEMO evidence excerpt: demand is shifting toward premium offerings in japan based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,DBS,competitor movement,2025-04-15,0.76,70,93,yes,no,pass
ev-01945,req-0340,src-01237,Demand is shifting toward premium offerings in Southeast Asia,DEMO evidence excerpt: demand is shifting toward premium offerings in southeast asia based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,Unilever,risk & exposure,2025-01-08,0.9,61,76,no,yes,pass
ev-01946,req-0170,src-00584,Regulatory requirements are tightening in United Kingdom,DEMO evidence excerpt: regulatory requirements are tightening in united kingdom based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Intel,product launches,2024-06-19,0.96,61,88,no,no,review
ev-01947,req-0209,src-01869,Technology adoption is expanding in Australia,DEMO evidence excerpt: technology adoption is expanding in australia based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Nestle,operational efficiency,2024-06-13,0.87,64,93,no,yes,pass
