request_id,query,market,geography,timeframe,competitors,output_format,report_depth,status
req-0347,"Monitor e-commerce trends, risks and strategic implications for United States",E-commerce,United States,2025-2026,"Flipkart, Walmart, Shopify, Alibaba, Amazon",workshop,detailed,pending
req-0348,Analyze telecom competitive landscape and supply chain in Europe,Telecom,Europe,2024-2026,"AT&T, Reliance Jio",internal review,deep dive,completed
req-0349,Assess electric vehicles technology adoption in Global from 2024 to 2026,Electric Vehicles,Global,2024-2026,"Hyundai, BYD, Mahindra",proposal,standard,running
req-0350,"Monitor banking trends, risks and strategic implications for Canada",Banking,Canada,2022-2026,"JPMorgan Chase, HSBC",strategy brief,standard,running
req-0351,Analyze industrial automation competitive landscape and market size in United States,Industrial Automation,United States,2025-2026,"Honeywell, Rockwell Automation, Siemens, Schneider Electric",internal review,deep dive,completed
req-0352,Analyze logistics competitive landscape and investment trends in Japan,Logistics,Japan,2024-2026,"DP World, FedEx, DHL, Maersk, UPS",internal review,standard,pending
req-0353,Evaluate healthcare technology market entry and growth opportunities in Southeast Asia,Healthcare Technology,Southeast Asia,2022-2026,"Siemens Healthineers, Abbott, Philips, GE HealthCare, Medtronic",strategy brief,deep dive,pending
req-0354,Assess healthcare technology regulation in Europe from 2023 to 2026,Healthcare Technology,Europe,2023-2026,"Siemens Healthineers, Medtronic",workshop,standard,running
req-0355,Analyze logistics competitive landscape and customer behavior in Middle East,Logistics,Middle East,2024-2026,"DHL, FedEx, DP World, Maersk",workshop,standard,completed
req-0356,Assess cybersecurity market growth in Canada from 2023 to 2026,Cybersecurity,Canada,2023-2026,"Palo Alto Networks, CrowdStrike, Microsoft, Cisco, Fortinet",workshop,standard,completed
req-0357,Evaluate consumer goods market entry and growth opportunities in Canada,Consumer Goods,Canada,2022-2026,"Unilever, Coca-Cola",proposal,standard,pending
req-0358,Evaluate automotive market entry and growth opportunities in United States,Automotive,United States,2024-2026,"Volkswagen, Tesla, BMW",strategy brief,detailed,completed
req-0359,"Monitor telecom trends, risks and strategic implications for United Kingdom",Telecom,United Kingdom,2025-2026,"Verizon, Vodafone Idea, Reliance Jio, Bharti Airtel, AT&T",proposal,detailed,completed
req-0360,Assess cybersecurity working capital in Global from 2024 to 2026,Cybersecurity,Global,2024-2026,"Palo Alto Networks, Cisco, Fortinet",strategy brief,deep dive,completed
req-0361,"Monitor consumer goods trends, risks and strategic implications for United States",Consumer Goods,United States,2022-2026,"PepsiCo, Nestle, P&G, Coca-Cola",strategy brief,deep dive,running
req-0362,"Monitor e-commerce trends, risks and strategic implications for Global",E-commerce,Global,2022-2026,"Walmart, Amazon, Flipkart",internal review,deep dive,running
req-0363,"Monitor automotive trends, risks and strategic implications for India",Automotive,India,2025-2026,"Tesla, Toyota",internal review,deep dive,completed
req-0364,"Monitor cybersecurity trends, risks and strategic implications for Japan",Cybersecurity,Japan,2022-2026,"Palo Alto Networks, Cisco, Fortinet, Microsoft, CrowdStrike",strategy brief,deep dive,running
req-0365,"Monitor cybersecurity trends, risks and strategic implications for Australia",Cybersecurity,Australia,2024-2026,"Cisco, Microsoft, CrowdStrike, Fortinet",workshop,detailed,completed
req-0366,Evaluate banking market entry and growth opportunities in Japan,Banking,Japan,2022-2026,"DBS, HDFC Bank, JPMorgan Chase, HSBC, ICICI Bank",proposal,deep dive,running
req-0367,Evaluate banking market entry and growth opportunities in United States,Banking,United States,2024-2026,"ICICI Bank, HDFC Bank, HSBC, DBS, JPMorgan Chase",workshop,detailed,completed
req-0368,Evaluate renewable energy market entry and growth opportunities in Europe,Renewable Energy,Europe,2023-2026,"Vestas, ReNew, Siemens Gamesa, Adani Green, NTPC",proposal,standard,pending
req-0369,Assess semiconductors technology adoption in Southeast Asia from 2024 to 2026,Semiconductors,Southeast Asia,2024-2026,"TSMC, NVIDIA, Intel, Samsung, AMD",workshop,detailed,completed
req-0370,Analyze telecom competitive landscape and market size in India,Telecom,India,2023-2026,"Vodafone Idea, Bharti Airtel, AT&T, Verizon",workshop,standard,completed
req-0371,Evaluate healthcare technology market entry and growth opportunities in United Kingdom,Healthcare Technology,United Kingdom,2022-2026,"Siemens Healthineers, Abbott, Medtronic",strategy brief,detailed,completed
req-0372,Analyze semiconductors competitive landscape and working capital in Australia,Semiconductors,Australia,2022-2026,"Samsung, TSMC, Intel",workshop,detailed,completed
req-0373,Assess renewable energy investment trends in Australia from 2024 to 2026,Renewable Energy,Australia,2024-2026,"Adani Green, Vestas",workshop,detailed,completed
req-0374,Analyze logistics competitive landscape and product launches in Middle East,Logistics,Middle East,2024-2026,"DP World, FedEx, DHL, UPS, Maersk",strategy brief,standard,pending
req-0375,Analyze semiconductors competitive landscape and working capital in Global,Semiconductors,Global,2022-2026,"TSMC, Intel",internal review,standard,pending
req-0376,"Monitor fintech trends, risks and strategic implications for Australia",FinTech,Australia,2024-2026,"Razorpay, Stripe, PhonePe",strategy brief,detailed,running
req-0377,Analyze e-commerce competitive landscape and regulation in Canada,E-commerce,Canada,2022-2026,"Walmart, Flipkart, Alibaba, Shopify",strategy brief,deep dive,completed
req-0378,Analyze healthcare technology competitive landscape and regulation in Japan,Healthcare Technology,Japan,2022-2026,"GE HealthCare, Siemens Healthineers, Philips",proposal,detailed,completed
req-0379,Analyze telecom competitive landscape and investment trends in Southeast Asia,Telecom,Southeast Asia,2025-2026,"AT&T, Verizon, Reliance Jio, Vodafone Idea, Bharti Airtel",internal review,deep dive,pending
req-0380,Analyze cloud computing competitive landscape and operational efficiency in India,Cloud Computing,India,2022-2026,"Oracle, IBM, Microsoft Azure, AWS",strategy brief,standard,pending
req-0381,Analyze e-commerce competitive landscape and market growth in United States,E-commerce,United States,2023-2026,"Shopify, Amazon, Walmart",strategy brief,detailed,pending
req-0382,"Monitor renewable energy trends, risks and strategic implications for Middle East",Renewable Energy,Middle East,2024-2026,"Vestas, Siemens Gamesa, NTPC, Adani Green, ReNew",workshop,standard,running
req-0383,Analyze consumer goods competitive landscape and technology adoption in United Kingdom,Consumer Goods,United Kingdom,2024-2026,"Nestle, P&G, PepsiCo",proposal,deep dive,completed
req-0384,Assess cybersecurity competitor movement in Canada from 2023 to 2026,Cybersecurity,Canada,2023-2026,"Cisco, Fortinet, Palo Alto Networks, CrowdStrike, Microsoft",workshop,deep dive,pending
req-0385,Evaluate automotive market entry and growth opportunities in Middle East,Automotive,Middle East,2024-2026,"Tesla, Volkswagen, Toyota",workshop,standard,running
req-0386,Assess generative ai risk & exposure in Global from 2024 to 2026,Generative AI,Global,2024-2026,"OpenAI, Microsoft, Anthropic",internal review,detailed,completed
req-0387,Analyze telecom competitive landscape and investment trends in Japan,Telecom,Japan,2023-2026,"AT&T, Vodafone Idea, Reliance Jio, Bharti Airtel, Verizon",workshop,standard,completed
req-0388,Analyze e-commerce competitive landscape and investment trends in India,E-commerce,India,2023-2026,"Alibaba, Amazon, Flipkart, Walmart, Shopify",strategy brief,deep dive,running
req-0389,"Monitor semiconductors trends, risks and strategic implications for Southeast Asia",Semiconductors,Southeast Asia,2024-2026,"AMD, NVIDIA",strategy brief,standard,running
req-0390,Evaluate semiconductors market entry and growth opportunities in Middle East,Semiconductors,Middle East,2023-2026,"NVIDIA, AMD, Intel, TSMC",proposal,deep dive,completed
req-0391,"Monitor cybersecurity trends, risks and strategic implications for Japan",Cybersecurity,Japan,2024-2026,"CrowdStrike, Palo Alto Networks, Microsoft, Cisco, Fortinet",strategy brief,deep dive,running
req-0392,Analyze healthcare technology competitive landscape and supply chain in United Kingdom,Healthcare Technology,United Kingdom,2023-2026,"Philips, Medtronic, Siemens Healthineers",workshop,deep dive,pending
req-0393,Evaluate generative ai market entry and growth opportunities in Europe,Generative AI,Europe,2024-2026,"OpenAI, Anthropic, Microsoft, Meta",internal review,detailed,completed
req-0394,Assess industrial automation customer behavior in Japan from 2024 to 2026,Industrial Automation,Japan,2024-2026,"Honeywell, ABB, Schneider Electric",internal review,standard,completed
req-0395,Evaluate semiconductors market entry and growth opportunities in Canada,Semiconductors,Canada,2024-2026,"Samsung, NVIDIA, TSMC, Intel, AMD",internal review,standard,completed
req-0396,Analyze e-commerce competitive landscape and value leakage in Global,E-commerce,Global,2023-2026,"Walmart, Amazon, Flipkart, Alibaba, Shopify",proposal,detailed,pending
req-0397,Evaluate semiconductors market entry and growth opportunities in United States,Semiconductors,United States,2023-2026,"Samsung, Intel",proposal,standard,pending
req-0398,"Monitor industrial automation trends, risks and strategic implications for Global",Industrial Automation,Global,2022-2026,"Rockwell Automation, ABB, Schneider Electric",internal review,deep dive,completed
req-0399,Analyze industrial automation competitive landscape and investment trends in Middle East,Industrial Automation,Middle East,2023-2026,"ABB, Siemens, Rockwell Automation, Schneider Electric, Honeywell",proposal,deep dive,completed
req-0400,Evaluate industrial automation market entry and growth opportunities in Australia,Industrial Automation,Australia,2023-2026,"Siemens, Honeywell, Rockwell Automation, Schneider Electric, ABB",proposal,deep dive,pending
req-0401,Assess cloud computing value leakage in Australia from 2023 to 2026,Cloud Computing,Australia,2023-2026,"Google Cloud, AWS, Oracle, IBM",workshop,standard,completed
req-0402,Analyze cloud computing competitive landscape and market size in Middle East,Cloud Computing,Middle East,2022-2026,"Microsoft Azure, Google Cloud, Oracle",workshop,deep dive,completed
req-0403,Evaluate cybersecurity market entry and growth opportunities in Japan,Cybersecurity,Japan,2025-2026,"Cisco, CrowdStrike, Fortinet",workshop,detailed,completed
req-0404,Assess fintech technology adoption in Canada from 2023 to 2026,FinTech,Canada,2023-2026,"Razorpay, PhonePe",proposal,detailed,completed
req-0405,"Monitor automotive trends, risks and strategic implications for United States",Automotive,United States,2025-2026,"Hyundai, Volkswagen, Toyota, Tesla",proposal,deep dive,completed
req-0406,Evaluate logistics market entry and growth opportunities in India,Logistics,India,2022-2026,"UPS, Maersk, DHL, DP World",strategy brief,standard,completed
req-0407,Assess renewable energy risk & exposure in United States from 2024 to 2026,Renewable Energy,United States,2024-2026,"Adani Green, NTPC",proposal,deep dive,completed
req-0408,Evaluate consumer goods market entry and growth opportunities in Europe,Consumer Goods,Europe,2025-2026,"P&G, Coca-Cola",internal review,detailed,completed
req-0409,Analyze automotive competitive landscape and partnerships in Canada,Automotive,Canada,2023-2026,"Hyundai, Tesla, Toyota",proposal,deep dive,completed
req-0410,Assess telecom partnerships in India from 2023 to 2026,Telecom,India,2023-2026,"Bharti Airtel, Vodafone Idea, Reliance Jio, AT&T",strategy brief,standard,completed
req-0411,Analyze generative ai competitive landscape and value leakage in Japan,Generative AI,Japan,2022-2026,"Meta, Google",proposal,deep dive,completed
req-0412,"Monitor healthcare technology trends, risks and strategic implications for Southeast Asia",Healthcare Technology,Southeast Asia,2023-2026,"Abbott, Medtronic",internal review,detailed,completed
req-0413,Analyze automotive competitive landscape and value leakage in Australia,Automotive,Australia,2025-2026,"Volkswagen, BMW",proposal,deep dive,pending
req-0414,"Monitor automotive trends, risks and strategic implications for Middle East",Automotive,Middle East,2023-2026,"Toyota, BMW, Tesla",proposal,standard,completed
req-0415,Analyze automotive competitive landscape and pricing & demand in Middle East,Automotive,Middle East,2023-2026,"Volkswagen, Hyundai",proposal,standard,pending
req-0416,Analyze fintech competitive landscape and product launches in Europe,FinTech,Europe,2024-2026,"Stripe, PayPal",internal review,deep dive,completed
req-0417,Analyze generative ai competitive landscape and investment trends in United States,Generative AI,United States,2025-2026,"Meta, Anthropic, OpenAI",internal review,deep dive,completed
req-0418,Evaluate automotive market entry and growth opportunities in Australia,Automotive,Australia,2023-2026,"Tesla, Toyota, BMW, Volkswagen, Hyundai",workshop,standard,completed
req-0419,"Monitor cybersecurity trends, risks and strategic implications for Europe",Cybersecurity,Europe,2023-2026,"Palo Alto Networks, Fortinet, CrowdStrike, Microsoft",proposal,standard,completed
req-0420,"Monitor fintech trends, risks and strategic implications for Global",FinTech,Global,2022-2026,"PayPal, Adyen, Stripe",workshop,standard,completed
req-0421,Evaluate consumer goods market entry and growth opportunities in Japan,Consumer Goods,Japan,2023-2026,"P&G, Unilever, Nestle, PepsiCo, Coca-Cola",strategy brief,deep dive,running
req-0422,Evaluate banking market entry and growth opportunities in Japan,Banking,Japan,2022-2026,"ICICI Bank, HDFC Bank, JPMorgan Chase",internal review,detailed,completed
req-0423,Analyze electric vehicles competitive landscape and operational efficiency in Southeast Asia,Electric Vehicles,Southeast Asia,2024-2026,"MG Motor India, Tata Motors, Hyundai",proposal,detailed,pending
req-0424,Evaluate renewable energy market entry and growth opportunities in United States,Renewable Energy,United States,2025-2026,"ReNew, Siemens Gamesa, NTPC",workshop,standard,pending
req-0425,Evaluate renewable energy market entry and growth opportunities in United Kingdom,Renewable Energy,United Kingdom,2024-2026,"ReNew, Adani Green, Vestas, NTPC",proposal,standard,completed
req-0426,Analyze fintech competitive landscape and competitor movement in India,FinTech,India,2022-2026,"Razorpay, PhonePe",internal review,deep dive,completed
req-0427,"Monitor cloud computing trends, risks and strategic implications for Southeast Asia",Cloud Computing,Southeast Asia,2024-2026,"Microsoft Azure, IBM, AWS, Oracle, Google Cloud",proposal,standard,completed
req-0428,"Monitor automotive trends, risks and strategic implications for Japan",Automotive,Japan,2023-2026,"Hyundai, BMW, Toyota",internal review,deep dive,completed
req-0429,Assess banking operational efficiency in Japan from 2024 to 2026,Banking,Japan,2024-2026,"ICICI Bank, DBS, JPMorgan Chase, HSBC",internal review,standard,completed
req-0430,Evaluate fintech market entry and growth opportunities in Japan,FinTech,Japan,2023-2026,"PayPal, Adyen, Razorpay, PhonePe",proposal,standard,completed
req-0431,Evaluate cloud computing market entry and growth opportunities in Australia,Cloud Computing,Australia,2024-2026,"Google Cloud, Oracle, AWS",workshop,deep dive,completed
req-0432,"Monitor fintech trends, risks and strategic implications for Europe",FinTech,Europe,2025-2026,"PhonePe, PayPal, Stripe, Razorpay, Adyen",internal review,detailed,completed
req-0433,Analyze generative ai competitive landscape and supply chain in Southeast Asia,Generative AI,Southeast Asia,2025-2026,"Meta, Google",workshop,detailed,completed
req-0434,Assess automotive operational efficiency in Canada from 2024 to 2026,Automotive,Canada,2024-2026,"Toyota, Hyundai, Tesla, BMW",strategy brief,deep dive,running
req-0435,"Monitor semiconductors trends, risks and strategic implications for India",Semiconductors,India,2023-2026,"NVIDIA, Intel",internal review,detailed,completed
req-0436,Analyze electric vehicles competitive landscape and competitor movement in Middle East,Electric Vehicles,Middle East,2024-2026,"Tata Motors, Mahindra, Hyundai, MG Motor India, BYD",proposal,deep dive,completed
req-0437,Assess automotive value leakage in Europe from 2023 to 2026,Automotive,Europe,2023-2026,"Tesla, Toyota, BMW, Hyundai, Volkswagen",workshop,standard,completed
req-0438,"Monitor automotive trends, risks and strategic implications for India",Automotive,India,2023-2026,"BMW, Tesla, Volkswagen",workshop,detailed,completed
req-0439,Analyze e-commerce competitive landscape and investment trends in United States,E-commerce,United States,2025-2026,"Shopify, Amazon",strategy brief,standard,completed
req-0440,Assess generative ai market size in Global from 2024 to 2026,Generative AI,Global,2024-2026,"OpenAI, Meta, Anthropic, Google, Microsoft",internal review,standard,completed
req-0441,Evaluate semiconductors market entry and growth opportunities in India,Semiconductors,India,2023-2026,"Samsung, Intel, AMD, TSMC, NVIDIA",internal review,deep dive,running
req-0442,Evaluate healthcare technology market entry and growth opportunities in India,Healthcare Technology,India,2025-2026,"Abbott, Siemens Healthineers",strategy brief,detailed,completed
req-0443,"Monitor semiconductors trends, risks and strategic implications for Canada",Semiconductors,Canada,2024-2026,"Samsung, Intel",strategy brief,deep dive,pending
req-0444,Assess fintech regulation in Canada from 2025 to 2026,FinTech,Canada,2025-2026,"Adyen, Razorpay, PhonePe",internal review,standard,running
req-0445,Analyze e-commerce competitive landscape and product launches in Southeast Asia,E-commerce,Southeast Asia,2022-2026,"Amazon, Flipkart, Walmart, Alibaba",workshop,deep dive,running
req-0446,Evaluate electric vehicles market entry and growth opportunities in Global,Electric Vehicles,Global,2025-2026,"Tata Motors, Hyundai, BYD, MG Motor India, Mahindra",internal review,deep dive,completed
req-0447,Evaluate cybersecurity market entry and growth opportunities in Australia,Cybersecurity,Australia,2022-2026,"Fortinet, CrowdStrike, Microsoft",strategy brief,deep dive,running
req-0448,Assess fintech product launches in Global from 2023 to 2026,FinTech,Global,2023-2026,"PayPal, Adyen",strategy brief,detailed,running
req-0449,"Monitor electric vehicles trends, risks and strategic implications for Middle East",Electric Vehicles,Middle East,2022-2026,"Tata Motors, Mahindra, Hyundai",strategy brief,deep dive,running
req-0450,Analyze industrial automation competitive landscape and market growth in India,Industrial Automation,India,2025-2026,"Schneider Electric, Siemens, Honeywell, Rockwell Automation, ABB",workshop,deep dive,completed
req-0451,Evaluate cybersecurity market entry and growth opportunities in Europe,Cybersecurity,Europe,2025-2026,"Fortinet, CrowdStrike",workshop,standard,completed
req-0452,Evaluate electric vehicles market entry and growth opportunities in India,Electric Vehicles,India,2023-2026,"BYD, Hyundai, Mahindra",workshop,deep dive,completed
req-0453,Evaluate renewable energy market entry and growth opportunities in Southeast Asia,Renewable Energy,Southeast Asia,2025-2026,"Adani Green, NTPC, ReNew, Vestas",internal review,standard,completed
req-0454,Evaluate cloud computing market entry and growth opportunities in India,Cloud Computing,India,2022-2026,"Oracle, IBM, Google Cloud, AWS, Microsoft Azure",internal review,deep dive,completed
req-0455,Assess telecom partnerships in Global from 2024 to 2026,Telecom,Global,2024-2026,"Verizon, AT&T, Vodafone Idea, Reliance Jio, Bharti Airtel",internal review,standard,completed
req-0456,Assess cloud computing supply chain in India from 2024 to 2026,Cloud Computing,India,2024-2026,"AWS, IBM, Google Cloud, Microsoft Azure",workshop,standard,pending
req-0457,Assess consumer goods investment trends in Southeast Asia from 2025 to 2026,Consumer Goods,Southeast Asia,2025-2026,"Nestle, PepsiCo, Coca-Cola, Unilever, P&G",internal review,standard,running
req-0458,Assess generative ai investment trends in Middle East from 2023 to 2026,Generative AI,Middle East,2023-2026,"Google, OpenAI, Meta",proposal,standard,running
req-0459,Evaluate industrial automation market entry and growth opportunities in United States,Industrial Automation,United States,2023-2026,"Honeywell, Siemens, ABB, Rockwell Automation, Schneider Electric",strategy brief,deep dive,completed
req-0460,"Monitor e-commerce trends, risks and strategic implications for Canada",E-commerce,Canada,2024-2026,"Amazon, Walmart, Flipkart, Shopify, Alibaba",proposal,deep dive,running
req-0461,Assess fintech risk & exposure in Southeast Asia from 2022 to 2026,FinTech,Southeast Asia,2022-2026,"Razorpay, PhonePe, Adyen, PayPal",internal review,deep dive,running
req-0462,Analyze cloud computing competitive landscape and partnerships in Southeast Asia,Cloud Computing,Southeast Asia,2022-2026,"Google Cloud, IBM",proposal,standard,completed
req-0463,"Monitor automotive trends, risks and strategic implications for India",Automotive,India,2023-2026,"Toyota, Volkswagen, Hyundai",workshop,standard,pending
req-0464,Evaluate automotive market entry and growth opportunities in Japan,Automotive,Japan,2022-2026,"Volkswagen, Hyundai, Toyota",internal review,detailed,completed
req-0465,Analyze automotive competitive landscape and partnerships in Japan,Automotive,Japan,2025-2026,"BMW, Toyota, Volkswagen, Tesla",internal review,deep dive,running
req-0466,Analyze cloud computing competitive landscape and customer behavior in Canada,Cloud Computing,Canada,2025-2026,"AWS, Microsoft Azure, IBM",strategy brief,deep dive,completed
req-0467,Evaluate automotive market entry and growth opportunities in United States,Automotive,United States,2025-2026,"Toyota, Tesla",workshop,detailed,completed
req-0468,Evaluate e-commerce market entry and growth opportunities in Southeast Asia,E-commerce,Southeast Asia,2025-2026,"Shopify, Walmart, Flipkart, Alibaba",internal review,detailed,completed
req-0469,Evaluate automotive market entry and growth opportunities in Canada,Automotive,Canada,2023-2026,"Volkswagen, Hyundai",internal review,detailed,completed
req-0470,Evaluate generative ai market entry and growth opportunities in Global,Generative AI,Global,2025-2026,"Anthropic, Meta, Microsoft, OpenAI, Google",internal review,deep dive,completed
req-0471,Evaluate semiconductors market entry and growth opportunities in Europe,Semiconductors,Europe,2024-2026,"Samsung, NVIDIA, TSMC",internal review,detailed,completed
req-0472,"Monitor automotive trends, risks and strategic implications for Europe",Automotive,Europe,2025-2026,"Volkswagen, Toyota",strategy brief,detailed,completed
req-0473,Analyze healthcare technology competitive landscape and product launches in Europe,Healthcare Technology,Europe,2023-2026,"Philips, Medtronic",workshop,deep dive,running
req-0474,"Monitor cybersecurity trends, risks and strategic implications for Australia",Cybersecurity,Australia,2025-2026,"Microsoft, Palo Alto Networks, Cisco",strategy brief,standard,completed
req-0475,Analyze cloud computing competitive landscape and investment trends in Middle East,Cloud Computing,Middle East,2022-2026,"Microsoft Azure, IBM, AWS, Google Cloud",strategy brief,deep dive,pending
req-0476,Evaluate industrial automation market entry and growth opportunities in India,Industrial Automation,India,2025-2026,"ABB, Siemens, Schneider Electric, Honeywell",proposal,deep dive,completed
req-0477,"Monitor electric vehicles trends, risks and strategic implications for United Kingdom",Electric Vehicles,United Kingdom,2023-2026,"Mahindra, Hyundai, MG Motor India",strategy brief,deep dive,pending
req-0478,Analyze fintech competitive landscape and working capital in United States,FinTech,United States,2024-2026,"Adyen, Stripe, PayPal",proposal,detailed,completed
req-0479,"Monitor healthcare technology trends, risks and strategic implications for United Kingdom",Healthcare Technology,United Kingdom,2025-2026,"GE HealthCare, Philips, Medtronic, Abbott, Siemens Healthineers",internal review,deep dive,completed
req-0480,Assess fintech value leakage in United Kingdom from 2022 to 2026,FinTech,United Kingdom,2022-2026,"Adyen, Stripe",proposal,detailed,pending
req-0481,"Monitor electric vehicles trends, risks and strategic implications for Canada",Electric Vehicles,Canada,2024-2026,"Mahindra, Tata Motors, MG Motor India, BYD",proposal,deep dive,completed
req-0482,Analyze consumer goods competitive landscape and product launches in India,Consumer Goods,India,2025-2026,"Coca-Cola, Nestle, Unilever, PepsiCo, P&G",proposal,standard,completed
req-0483,"Monitor automotive trends, risks and strategic implications for Southeast Asia",Automotive,Southeast Asia,2023-2026,"Hyundai, Tesla, Toyota, Volkswagen",internal review,detailed,completed
req-0484,Analyze fintech competitive landscape and value leakage in Global,FinTech,Global,2025-2026,"Razorpay, PhonePe, PayPal, Stripe, Adyen",proposal,detailed,running
req-0485,"Monitor automotive trends, risks and strategic implications for Middle East",Automotive,Middle East,2025-2026,"Volkswagen, Hyundai, BMW",strategy brief,detailed,completed
req-0486,Analyze banking competitive landscape and market size in Japan,Banking,Japan,2025-2026,"HDFC Bank, HSBC",proposal,deep dive,pending
req-0487,Evaluate generative ai market entry and growth opportunities in Canada,Generative AI,Canada,2024-2026,"OpenAI, Google",workshop,standard,completed
req-0488,Analyze consumer goods competitive landscape and supply chain in United States,Consumer Goods,United States,2024-2026,"P&G, Unilever, Nestle, PepsiCo",strategy brief,standard,completed
req-0489,Assess e-commerce partnerships in Global from 2023 to 2026,E-commerce,Global,2023-2026,"Alibaba, Amazon, Walmart, Shopify",strategy brief,detailed,completed
req-0490,Evaluate automotive market entry and growth opportunities in India,Automotive,India,2024-2026,"BMW, Toyota, Hyundai",internal review,deep dive,completed
req-0491,Assess automotive regulation in Australia from 2024 to 2026,Automotive,Australia,2024-2026,"Volkswagen, Toyota, Hyundai, Tesla",strategy brief,standard,completed
req-0492,"Monitor electric vehicles trends, risks and strategic implications for United States",Electric Vehicles,United States,2022-2026,"Tata Motors, Mahindra, MG Motor India",strategy brief,detailed,completed
req-0493,"Monitor fintech trends, risks and strategic implications for Middle East",FinTech,Middle East,2023-2026,"Stripe, Adyen",proposal,detailed,completed
req-0494,Evaluate consumer goods market entry and growth opportunities in United Kingdom,Consumer Goods,United Kingdom,2023-2026,"PepsiCo, Coca-Cola",strategy brief,standard,completed
req-0495,Analyze fintech competitive landscape and competitor movement in Japan,FinTech,Japan,2025-2026,"Adyen, Razorpay",workshop,deep dive,completed
req-0496,"Monitor cybersecurity trends, risks and strategic implications for Southeast Asia",Cybersecurity,Southeast Asia,2022-2026,"Microsoft, Fortinet",strategy brief,deep dive,completed
req-0497,"Monitor banking trends, risks and strategic implications for Europe",Banking,Europe,2025-2026,"JPMorgan Chase, HSBC",strategy brief,detailed,completed
req-0498,Evaluate fintech market entry and growth opportunities in Australia,FinTech,Australia,2023-2026,"Adyen, PayPal, PhonePe, Razorpay",internal review,standard,completed
req-0499,Assess automotive competitor movement in United States from 2023 to 2026,Automotive,United States,2023-2026,"Hyundai, Toyota",proposal,deep dive,completed
req-0500,Assess telecom competitor movement in United Kingdom from 2022 to 2026,Telecom,United Kingdom,2022-2026,"Bharti Airtel, Verizon, AT&T, Reliance Jio, Vodafone Idea",workshop,deep dive,pending
