source_id,request_id,url,source_type,title,publisher,retrieval_date,quality_score,relevance_score
src-00896,req-0366,https://research.example/research/banking/00896,industry source,Banking: Investment Trends update for Japan,Government statistics,2026-01-15,73,99
src-00897,req-0462,https://news.example/research/cloud-computing/00897,research report,Cloud Computing: Pricing & Demand update for Southeast Asia,Trade publication,2025-07-26,62,84
src-00898,req-0046,https://company.example/research/banking/00898,government,Banking: Market Growth update for United Kingdom,Company newsroom,2025-09-16,79,64
src-00899,req-0095,https://company.example/research/fintech/00899,company source,FinTech: Risk & Exposure update for India,Financial press,2026-08-16,93,71
src-00900,req-0124,https://news.example/research/cloud-computing/00900,news,Cloud Computing: Market Growth update for Canada,Government statistics,2024-05-08,74,56
src-00901,req-0047,https://industry.example/research/banking/00901,news,Banking: Pricing & Demand update for Southeast Asia,Government statistics,2024-01-25,96,83
src-00902,req-0005,https://regulator.example/research/industrial-automation/00902,government,Industrial Automation: Technology Adoption update for Australia,Investor presentation,2025-07-30,64,78
src-00903,req-0153,https://regulator.example/research/e-commerce/00903,news,E-commerce: Partnerships update for Southeast Asia,Company filing,2024-03-17,90,75
src-00904,req-0235,https://regulator.example/research/healthcare-technology/00904,research report,Healthcare Technology: Working Capital update for Middle East,Company newsroom,2025-12-06,98,67
src-00905,req-0055,https://news.example/research/cloud-computing/00905,company source,Cloud Computing: Product Launches update for India,Financial press,2025-05-12,82,69
src-00906,req-0043,https://industry.example/research/generative-ai/00906,regulatory,Generative AI: Risk & Exposure update for Europe,Company filing,2025-02-27,73,88
src-00907,req-0125,https://regulator.example/research/banking/00907,news,Banking: Product Launches update for Japan,Research publication,2025-09-24,95,86
src-00908,req-0254,https://company.example/research/telecom/00908,regulatory,Telecom: Risk & Exposure update for Canada,Company filing,2026-04-14,68,66
src-00909,req-0128,https://regulator.example/research/semiconductors/00909,regulatory,Semiconductors: Risk & Exposure update for United States,Industry association,2026-03-01,67,70
src-00910,req-0109,https://news.example/research/healthcare-technology/00910,company source,Healthcare Technology: Technology Adoption update for India,Government statistics,2025-05-22,97,92
src-00911,req-0237,https://industry.example/research/automotive/00911,news,Automotive: Customer Behavior update for United Kingdom,Company newsroom,2024-12-05,90,72
src-00912,req-0405,https://company.example/research/automotive/00912,news,Automotive: Regulation update for United States,Government statistics,2026-01-21,65,63
src-00913,req-0492,https://industry.example/research/electric-vehicles/00913,regulatory,Electric Vehicles: Market Size update for United States,Government statistics,2025-04-17,85,89
src-00914,req-0162,https://industry.example/research/automotive/00914,industry source,Automotive: Product Launches update for Middle East,Regulatory authority,2026-03-16,77,76
src-00915,req-0384,https://company.example/research/cybersecurity/00915,government,Cybersecurity: Value Leakage update for Canada,Company filing,2025-11-29,78,77
src-00916,req-0103,https://research.example/research/healthcare-technology/00916,news,Healthcare Technology: Regulation update for United States,Research publication,2024-02-05,89,92
src-00917,req-0153,https://news.example/research/e-commerce/00917,news,E-commerce: Pricing & Demand update for Southeast Asia,Government statistics,2024-10-25,84,62
src-00918,req-0093,https://company.example/research/renewable-energy/00918,research report,Renewable Energy: Market Growth update for Australia,Company newsroom,2025-07-05,96,74
src-00919,req-0425,https://news.example/research/renewable-energy/00919,news,Renewable Energy: Operational Efficiency update for United Kingdom,Company filing,2024-08-02,84,61
src-00920,req-0092,https://regulator.example/research/automotive/00920,regulatory,Automotive: Supply Chain update for India,Industry association,2025-07-26,93,90
src-00921,req-0143,https://industry.example/research/banking/00921,research report,Banking: Product Launches update for Global,Financial press,2026-06-03,90,90
src-00922,req-0147,https://research.example/research/cloud-computing/00922,regulatory,Cloud Computing: Partnerships update for India,Regulatory authority,2024-02-10,68,57
src-00923,req-0282,https://research.example/research/cloud-computing/00923,industry source,Cloud Computing: Technology Adoption update for India,Research publication,2025-09-03,88,99
src-00924,req-0377,https://research.example/research/e-commerce/00924,industry source,E-commerce: Operational Efficiency update for Canada,Trade publication,2026-04-11,77,59
src-00925,req-0124,https://regulator.example/research/cloud-computing/00925,industry source,Cloud Computing: Market Growth update for Canada,Investor presentation,2024-05-29,88,73
src-00926,req-0007,https://research.example/research/healthcare-technology/00926,research report,Healthcare Technology: Competitor Movement update for Japan,Company filing,2025-05-01,77,97
src-00927,req-0293,https://industry.example/research/e-commerce/00927,government,E-commerce: Product Launches update for Southeast Asia,Company newsroom,2025-04-20,70,65
src-00928,req-0088,https://news.example/research/cloud-computing/00928,news,Cloud Computing: Risk & Exposure update for Canada,Trade publication,2025-06-06,79,70
src-00929,req-0105,https://research.example/research/renewable-energy/00929,company source,Renewable Energy: Pricing & Demand update for Japan,Financial press,2025-07-24,96,71
src-00930,req-0119,https://gov.example/research/automotive/00930,government,Automotive: Regulation update for Southeast Asia,Investor presentation,2025-07-08,83,81
src-00931,req-0193,https://industry.example/research/generative-ai/00931,regulatory,Generative AI: Pricing & Demand update for Australia,Research publication,2026-07-04,91,85
src-00932,req-0147,https://news.example/research/cloud-computing/00932,regulatory,Cloud Computing: Supply Chain update for India,Regulatory authority,2024-10-17,79,99
src-00933,req-0404,https://research.example/research/fintech/00933,news,FinTech: Customer Behavior update for Canada,Regulatory authority,2024-11-10,64,68
src-00934,req-0356,https://regulator.example/research/cybersecurity/00934,company source,Cybersecurity: Supply Chain update for Canada,Government statistics,2024-04-05,89,90
src-00935,req-0157,https://news.example/research/e-commerce/00935,industry source,E-commerce: Risk & Exposure update for Canada,Company filing,2024-07-23,62,64
src-00936,req-0218,https://research.example/research/healthcare-technology/00936,industry source,Healthcare Technology: Pricing & Demand update for Global,Regulatory authority,2025-08-11,74,84
src-00937,req-0248,https://gov.example/research/logistics/00937,government,Logistics: Investment Trends update for Global,Regulatory authority,2025-03-08,88,97
src-00938,req-0402,https://company.example/research/cloud-computing/00938,industry source,Cloud Computing: Market Growth update for Middle East,Regulatory authority,2026-07-25,65,59
src-00939,req-0160,https://research.example/research/electric-vehicles/00939,company source,Electric Vehicles: Value Leakage update for United States,Regulatory authority,2025-06-17,69,57
src-00940,req-0194,https://regulator.example/research/cloud-computing/00940,government,Cloud Computing: Partnerships update for India,Research publication,2024-02-01,85,75
src-00941,req-0072,https://company.example/research/renewable-energy/00941,government,Renewable Energy: Customer Behavior update for Japan,Company newsroom,2024-02-23,65,80
src-00942,req-0096,https://news.example/research/cybersecurity/00942,news,Cybersecurity: Customer Behavior update for Middle East,Company newsroom,2025-09-07,70,59
src-00943,req-0264,https://company.example/research/cloud-computing/00943,government,Cloud Computing: Regulation update for United Kingdom,Company filing,2025-07-18,84,89
src-00944,req-0118,https://industry.example/research/e-commerce/00944,news,E-commerce: Risk & Exposure update for Australia,Company filing,2025-01-11,89,56
src-00945,req-0041,https://news.example/research/renewable-energy/00945,research report,Renewable Energy: Regulation update for Europe,Investor presentation,2024-03-12,70,86
src-00946,req-0495,https://gov.example/research/fintech/00946,research report,FinTech: Partnerships update for Japan,Company filing,2025-03-29,89,91
src-00947,req-0249,https://regulator.example/research/generative-ai/00947,news,Generative AI: Customer Behavior update for India,Industry association,2026-02-04,99,70
src-00948,req-0134,https://industry.example/research/cloud-computing/00948,company source,Cloud Computing: Pricing & Demand update for Europe,Regulatory authority,2024-06-19,89,59
src-00949,req-0470,https://research.example/research/generative-ai/00949,government,Generative AI: Regulation update for Global,Company newsroom,2025-06-06,86,61
src-00950,req-0379,https://research.example/research/telecom/00950,regulatory,Telecom: Working Capital update for Southeast Asia,Market data provider,2024-06-21,93,79
src-00951,req-0149,https://research.example/research/renewable-energy/00951,research report,Renewable Energy: Operational Efficiency update for United Kingdom,Company newsroom,2024-12-27,81,84
src-00952,req-0205,https://research.example/research/consumer-goods/00952,government,Consumer Goods: Technology Adoption update for Global,Market data provider,2026-05-12,95,81
src-00953,req-0344,https://regulator.example/research/industrial-automation/00953,industry source,Industrial Automation: Investment Trends update for Southeast Asia,Company filing,2025-01-23,96,70
src-00954,req-0351,https://company.example/research/industrial-automation/00954,company source,Industrial Automation: Regulation update for United States,Research publication,2026-04-16,67,78
src-00955,req-0262,https://gov.example/research/fintech/00955,regulatory,FinTech: Market Size update for United Kingdom,Market data provider,2024-02-14,68,82
src-00956,req-0242,https://news.example/research/industrial-automation/00956,regulatory,Industrial Automation: Product Launches update for Canada,Trade publication,2025-06-18,83,76
src-00957,req-0020,https://news.example/research/banking/00957,company source,Banking: Value Leakage update for Australia,Company filing,2025-04-19,75,89
src-00958,req-0164,https://news.example/research/renewable-energy/00958,regulatory,Renewable Energy: Working Capital update for United Kingdom,Research publication,2024-01-18,69,82
src-00959,req-0488,https://company.example/research/consumer-goods/00959,regulatory,Consumer Goods: Partnerships update for United States,Market data provider,2024-01-21,65,83
src-00960,req-0227,https://company.example/research/renewable-energy/00960,news,Renewable Energy: Competitor Movement update for United States,Government statistics,2024-06-12,88,77
src-00961,req-0095,https://news.example/research/fintech/00961,industry source,FinTech: Product Launches update for India,Investor presentation,2024-07-01,99,89
src-00962,req-0093,https://industry.example/research/renewable-energy/00962,research report,Renewable Energy: Pricing & Demand update for Australia,Financial press,2025-04-01,69,94
src-00963,req-0408,https://company.example/research/consumer-goods/00963,company source,Consumer Goods: Technology Adoption update for Europe,Investor presentation,2024-08-17,80,68
src-00964,req-0342,https://industry.example/research/fintech/00964,government,FinTech: Technology Adoption update for Japan,Investor presentation,2024-09-26,69,83
src-00965,req-0311,https://regulator.example/research/telecom/00965,regulatory,Telecom: Working Capital update for Middle East,Financial press,2025-01-12,63,77
src-00966,req-0409,https://regulator.example/research/automotive/00966,government,Automotive: Pricing & Demand update for Canada,Financial press,2024-07-04,95,93
src-00967,req-0109,https://research.example/research/healthcare-technology/00967,government,Healthcare Technology: Market Size update for India,Industry association,2025-12-17,88,95
src-00968,req-0396,https://news.example/research/e-commerce/00968,government,E-commerce: Value Leakage update for Global,Company newsroom,2025-11-11,99,57
src-00969,req-0161,https://company.example/research/cloud-computing/00969,regulatory,Cloud Computing: Investment Trends update for United States,Research publication,2024-09-12,77,73
src-00970,req-0167,https://news.example/research/e-commerce/00970,research report,E-commerce: Customer Behavior update for India,Financial press,2024-09-22,94,94
src-00971,req-0438,https://gov.example/research/automotive/00971,government,Automotive: Competitor Movement update for India,Government statistics,2026-06-01,95,65
src-00972,req-0098,https://company.example/research/semiconductors/00972,government,Semiconductors: Partnerships update for United Kingdom,Market data provider,2025-07-13,65,79
src-00973,req-0283,https://news.example/research/electric-vehicles/00973,industry source,Electric Vehicles: Competitor Movement update for Australia,Company newsroom,2024-11-06,86,80
src-00974,req-0302,https://regulator.example/research/semiconductors/00974,company source,Semiconductors: Supply Chain update for United Kingdom,Company filing,2025-12-16,71,73
src-00975,req-0483,https://gov.example/research/automotive/00975,company source,Automotive: Investment Trends update for Southeast Asia,Company newsroom,2025-09-08,62,94
src-00976,req-0178,https://industry.example/research/cloud-computing/00976,news,Cloud Computing: Regulation update for United Kingdom,Trade publication,2026-05-14,86,76
src-00977,req-0389,https://company.example/research/semiconductors/00977,company source,Semiconductors: Product Launches update for Southeast Asia,Investor presentation,2025-04-24,66,96
src-00978,req-0314,https://industry.example/research/e-commerce/00978,news,E-commerce: Regulation update for Global,Investor presentation,2025-04-20,94,85
src-00979,req-0472,https://company.example/research/automotive/00979,research report,Automotive: Product Launches update for Europe,Market data provider,2024-10-09,71,72
src-00980,req-0296,https://regulator.example/research/banking/00980,regulatory,Banking: Risk & Exposure update for India,Government statistics,2024-02-24,98,86
src-00981,req-0375,https://research.example/research/semiconductors/00981,government,Semiconductors: Product Launches update for Global,Government statistics,2026-06-10,70,96
src-00982,req-0127,https://company.example/research/generative-ai/00982,research report,Generative AI: Technology Adoption update for India,Regulatory authority,2025-11-30,73,94
src-00983,req-0281,https://industry.example/research/cybersecurity/00983,news,Cybersecurity: Market Size update for Middle East,Regulatory authority,2026-08-17,78,88
src-00984,req-0102,https://company.example/research/logistics/00984,company source,Logistics: Supply Chain update for Europe,Regulatory authority,2025-10-05,69,75
src-00985,req-0470,https://company.example/research/generative-ai/00985,research report,Generative AI: Partnerships update for Global,Company newsroom,2024-06-19,81,66
src-00986,req-0470,https://industry.example/research/generative-ai/00986,company source,Generative AI: Operational Efficiency update for Global,Financial press,2025-06-23,95,60
src-00987,req-0229,https://gov.example/research/banking/00987,news,Banking: Product Launches update for Japan,Market data provider,2026-03-24,65,98
src-00988,req-0419,https://news.example/research/cybersecurity/00988,news,Cybersecurity: Regulation update for Europe,Industry association,2024-06-27,73,93
src-00989,req-0023,https://news.example/research/electric-vehicles/00989,industry source,Electric Vehicles: Customer Behavior update for Canada,Company filing,2025-06-24,64,88
src-00990,req-0319,https://news.example/research/cloud-computing/00990,regulatory,Cloud Computing: Working Capital update for Japan,Trade publication,2025-12-27,91,94
src-00991,req-0026,https://regulator.example/research/automotive/00991,research report,Automotive: Working Capital update for Canada,Regulatory authority,2024-09-16,76,56
src-00992,req-0466,https://industry.example/research/cloud-computing/00992,government,Cloud Computing: Investment Trends update for Canada,Research publication,2024-08-05,69,67
src-00993,req-0262,https://research.example/research/fintech/00993,industry source,FinTech: Partnerships update for United Kingdom,Financial press,2025-01-12,96,87
src-00994,req-0340,https://gov.example/research/consumer-goods/00994,regulatory,Consumer Goods: Working Capital update for Southeast Asia,Research publication,2025-03-18,70,70
src-00995,req-0361,https://news.example/research/consumer-goods/00995,regulatory,Consumer Goods: Product Launches update for United States,Investor presentation,2024-01-08,73,78
src-00996,req-0194,https://research.example/research/cloud-computing/00996,government,Cloud Computing: Pricing & Demand update for India,Financial press,2025-05-09,73,79
src-00997,req-0162,https://company.example/research/automotive/00997,company source,Automotive: Product Launches update for Middle East,Government statistics,2024-09-14,95,98
src-00998,req-0388,https://research.example/research/e-commerce/00998,industry source,E-commerce: Value Leakage update for India,Financial press,2024-10-05,65,67
src-00999,req-0145,https://regulator.example/research/telecom/00999,news,Telecom: Product Launches update for Australia,Investor presentation,2025-11-07,90,90
src-01000,req-0195,https://gov.example/research/cloud-computing/01000,news,Cloud Computing: Operational Efficiency update for Global,Market data provider,2024-04-17,63,58
src-01001,req-0232,https://regulator.example/research/fintech/01001,industry source,FinTech: Value Leakage update for India,Investor presentation,2025-04-09,96,73
src-01002,req-0192,https://regulator.example/research/automotive/01002,government,Automotive: Market Growth update for Global,Industry association,2024-04-08,98,63
src-01003,req-0213,https://regulator.example/research/logistics/01003,news,Logistics: Market Size update for Global,Company filing,2024-01-28,64,72
src-01004,req-0056,https://news.example/research/semiconductors/01004,research report,Semiconductors: Pricing & Demand update for Southeast Asia,Financial press,2025-07-25,86,88
src-01005,req-0496,https://industry.example/research/cybersecurity/01005,regulatory,Cybersecurity: Competitor Movement update for Southeast Asia,Government statistics,2024-12-31,80,60
src-01006,req-0289,https://regulator.example/research/e-commerce/01006,research report,E-commerce: Investment Trends update for Japan,Trade publication,2026-02-19,71,70
src-01007,req-0262,https://news.example/research/fintech/01007,government,FinTech: Risk & Exposure update for United Kingdom,Regulatory authority,2025-05-03,72,93
src-01008,req-0394,https://company.example/research/industrial-automation/01008,industry source,Industrial Automation: Partnerships update for Japan,Investor presentation,2025-06-28,97,60
src-01009,req-0223,https://gov.example/research/cybersecurity/01009,industry source,Cybersecurity: Market Size update for United Kingdom,Industry association,2024-06-04,83,64
src-01010,req-0068,https://research.example/research/cloud-computing/01010,research report,Cloud Computing: Product Launches update for Global,Industry association,2024-04-02,68,70
src-01011,req-0414,https://gov.example/research/automotive/01011,research report,Automotive: Technology Adoption update for Middle East,Company filing,2026-08-07,79,85
src-01012,req-0016,https://news.example/research/industrial-automation/01012,company source,Industrial Automation: Pricing & Demand update for United Kingdom,Research publication,2024-07-31,80,83
src-01013,req-0456,https://news.example/research/cloud-computing/01013,industry source,Cloud Computing: Market Growth update for India,Financial press,2025-12-11,96,62
src-01014,req-0114,https://gov.example/research/automotive/01014,research report,Automotive: Supply Chain update for India,Regulatory authority,2026-03-16,87,92
src-01015,req-0352,https://regulator.example/research/logistics/01015,industry source,Logistics: Value Leakage update for Japan,Trade publication,2024-09-10,73,89
src-01016,req-0184,https://industry.example/research/industrial-automation/01016,research report,Industrial Automation: Operational Efficiency update for Canada,Government statistics,2024-10-23,77,63
src-01017,req-0303,https://gov.example/research/banking/01017,news,Banking: Regulation update for Europe,Company newsroom,2025-06-07,82,61
src-01018,req-0020,https://industry.example/research/banking/01018,regulatory,Banking: Pricing & Demand update for Australia,Regulatory authority,2025-06-02,72,68
src-01019,req-0200,https://regulator.example/research/industrial-automation/01019,government,Industrial Automation: Product Launches update for Australia,Industry association,2025-09-25,76,79
src-01020,req-0361,https://news.example/research/consumer-goods/01020,company source,Consumer Goods: Partnerships update for United States,Regulatory authority,2026-08-08,82,83
src-01021,req-0194,https://research.example/research/cloud-computing/01021,company source,Cloud Computing: Supply Chain update for India,Company newsroom,2024-11-26,93,75
src-01022,req-0382,https://company.example/research/renewable-energy/01022,research report,Renewable Energy: Risk & Exposure update for Middle East,Regulatory authority,2026-04-02,64,93
src-01023,req-0374,https://company.example/research/logistics/01023,research report,Logistics: Investment Trends update for Middle East,Investor presentation,2024-03-03,92,83
src-01024,req-0451,https://company.example/research/cybersecurity/01024,news,Cybersecurity: Product Launches update for Europe,Research publication,2025-01-07,73,92
src-01025,req-0017,https://industry.example/research/logistics/01025,regulatory,Logistics: Technology Adoption update for Australia,Market data provider,2025-07-18,87,64
src-01026,req-0222,https://news.example/research/generative-ai/01026,industry source,Generative AI: Pricing & Demand update for Europe,Trade publication,2025-06-18,70,56
src-01027,req-0235,https://gov.example/research/healthcare-technology/01027,regulatory,Healthcare Technology: Market Growth update for Middle East,Financial press,2024-10-18,87,80
src-01028,req-0167,https://research.example/research/e-commerce/01028,company source,E-commerce: Investment Trends update for India,Company newsroom,2025-09-11,98,81
src-01029,req-0471,https://gov.example/research/semiconductors/01029,industry source,Semiconductors: Competitor Movement update for Europe,Investor presentation,2026-07-20,73,79
src-01030,req-0216,https://news.example/research/telecom/01030,government,Telecom: Product Launches update for Global,Trade publication,2026-08-10,93,85
src-01031,req-0183,https://industry.example/research/fintech/01031,industry source,FinTech: Product Launches update for Southeast Asia,Industry association,2024-09-19,82,69
src-01032,req-0193,https://news.example/research/generative-ai/01032,company source,Generative AI: Operational Efficiency update for Australia,Market data provider,2025-08-05,83,97
src-01033,req-0080,https://company.example/research/logistics/01033,news,Logistics: Working Capital update for Europe,Company newsroom,2024-10-26,67,82
src-01034,req-0257,https://gov.example/research/industrial-automation/01034,industry source,Industrial Automation: Working Capital update for Canada,Company filing,2024-10-05,83,65
src-01035,req-0321,https://regulator.example/research/generative-ai/01035,government,Generative AI: Value Leakage update for Canada,Company newsroom,2025-08-07,92,90
src-01036,req-0470,https://regulator.example/research/generative-ai/01036,industry source,Generative AI: Value Leakage update for Global,Company newsroom,2026-07-31,67,55
src-01037,req-0026,https://company.example/research/automotive/01037,news,Automotive: Competitor Movement update for Canada,Investor presentation,2025-11-03,74,88
src-01038,req-0108,https://research.example/research/banking/01038,government,Banking: Technology Adoption update for Japan,Market data provider,2025-02-15,90,69
src-01039,req-0312,https://research.example/research/electric-vehicles/01039,company source,Electric Vehicles: Working Capital update for Australia,Company filing,2025-11-12,71,72
src-01040,req-0469,https://research.example/research/automotive/01040,regulatory,Automotive: Market Growth update for Canada,Financial press,2024-09-17,89,64
src-01041,req-0029,https://regulator.example/research/banking/01041,news,Banking: Market Size update for Southeast Asia,Company filing,2024-11-11,75,62
src-01042,req-0467,https://company.example/research/automotive/01042,research report,Automotive: Technology Adoption update for United States,Trade publication,2024-01-04,94,77
src-01043,req-0277,https://industry.example/research/fintech/01043,news,FinTech: Market Size update for Japan,Trade publication,2026-02-08,63,95
src-01044,req-0163,https://regulator.example/research/cloud-computing/01044,government,Cloud Computing: Competitor Movement update for Middle East,Regulatory authority,2025-11-17,84,60
src-01045,req-0092,https://news.example/research/automotive/01045,company source,Automotive: Product Launches update for India,Company filing,2025-08-31,72,87
src-01046,req-0431,https://industry.example/research/cloud-computing/01046,industry source,Cloud Computing: Customer Behavior update for Australia,Regulatory authority,2026-01-28,74,81
src-01047,req-0149,https://gov.example/research/renewable-energy/01047,research report,Renewable Energy: Market Growth update for United Kingdom,Company filing,2025-04-28,99,58
src-01048,req-0017,https://news.example/research/logistics/01048,research report,Logistics: Working Capital update for Australia,Regulatory authority,2024-01-11,78,95
src-01049,req-0466,https://research.example/research/cloud-computing/01049,regulatory,Cloud Computing: Pricing & Demand update for Canada,Trade publication,2025-11-12,74,93
src-01050,req-0415,https://gov.example/research/automotive/01050,government,Automotive: Market Growth update for Middle East,Market data provider,2024-09-27,95,95
src-01051,req-0390,https://news.example/research/semiconductors/01051,research report,Semiconductors: Partnerships update for Middle East,Government statistics,2026-04-02,96,58
src-01052,req-0026,https://news.example/research/automotive/01052,regulatory,Automotive: Customer Behavior update for Canada,Government statistics,2026-05-10,72,83
src-01053,req-0363,https://regulator.example/research/automotive/01053,industry source,Automotive: Pricing & Demand update for India,Industry association,2026-02-19,87,91
src-01054,req-0400,https://industry.example/research/industrial-automation/01054,news,Industrial Automation: Operational Efficiency update for Australia,Industry association,2025-10-14,83,78
src-01055,req-0105,https://industry.example/research/renewable-energy/01055,research report,Renewable Energy: Product Launches update for Japan,Investor presentation,2024-11-12,99,99
src-01056,req-0283,https://research.example/research/electric-vehicles/01056,company source,Electric Vehicles: Risk & Exposure update for Australia,Financial press,2026-04-23,66,96
src-01057,req-0400,https://company.example/research/industrial-automation/01057,industry source,Industrial Automation: Regulation update for Australia,Investor presentation,2025-04-19,98,96
src-01058,req-0420,https://company.example/research/fintech/01058,government,FinTech: Partnerships update for Global,Research publication,2025-10-23,66,88
src-01059,req-0393,https://news.example/research/generative-ai/01059,company source,Generative AI: Product Launches update for Europe,Regulatory authority,2026-07-15,83,87
src-01060,req-0162,https://industry.example/research/automotive/01060,government,Automotive: Customer Behavior update for Middle East,Industry association,2025-05-12,70,70
src-01061,req-0063,https://news.example/research/consumer-goods/01061,research report,Consumer Goods: Value Leakage update for India,Government statistics,2026-01-08,94,77
src-01062,req-0342,https://industry.example/research/fintech/01062,news,FinTech: Competitor Movement update for Japan,Research publication,2025-11-24,68,99
src-01063,req-0485,https://company.example/research/automotive/01063,research report,Automotive: Product Launches update for Middle East,Company newsroom,2026-04-28,72,63
src-01064,req-0297,https://research.example/research/banking/01064,company source,Banking: Working Capital update for Australia,Regulatory authority,2024-05-07,97,74
src-01065,req-0499,https://industry.example/research/automotive/01065,industry source,Automotive: Market Growth update for United States,Industry association,2026-04-06,65,65
src-01066,req-0187,https://news.example/research/fintech/01066,news,FinTech: Operational Efficiency update for Australia,Government statistics,2024-10-07,93,91
src-01067,req-0072,https://industry.example/research/renewable-energy/01067,company source,Renewable Energy: Value Leakage update for Japan,Trade publication,2024-12-27,95,96
src-01068,req-0090,https://gov.example/research/renewable-energy/01068,regulatory,Renewable Energy: Product Launches update for United States,Regulatory authority,2026-02-01,90,81
src-01069,req-0386,https://research.example/research/generative-ai/01069,company source,Generative AI: Market Size update for Global,Company filing,2024-06-04,62,59
src-01070,req-0053,https://news.example/research/healthcare-technology/01070,research report,Healthcare Technology: Product Launches update for India,Government statistics,2024-12-24,97,95
src-01071,req-0281,https://gov.example/research/cybersecurity/01071,industry source,Cybersecurity: Customer Behavior update for Middle East,Regulatory authority,2025-04-12,76,61
src-01072,req-0428,https://research.example/research/automotive/01072,industry source,Automotive: Risk & Exposure update for Japan,Investor presentation,2025-01-30,83,58
src-01073,req-0357,https://news.example/research/consumer-goods/01073,company source,Consumer Goods: Working Capital update for Canada,Government statistics,2025-07-09,69,96
src-01074,req-0195,https://gov.example/research/cloud-computing/01074,company source,Cloud Computing: Investment Trends update for Global,Financial press,2026-06-17,66,76
src-01075,req-0132,https://news.example/research/automotive/01075,research report,Automotive: Value Leakage update for Europe,Company filing,2025-12-22,76,73
src-01076,req-0442,https://research.example/research/healthcare-technology/01076,regulatory,Healthcare Technology: Supply Chain update for India,Trade publication,2024-12-26,82,98
src-01077,req-0059,https://news.example/research/banking/01077,industry source,Banking: Value Leakage update for Europe,Research publication,2024-06-22,75,97
src-01078,req-0191,https://company.example/research/banking/01078,news,Banking: Regulation update for Japan,Regulatory authority,2025-03-28,91,71
src-01079,req-0258,https://gov.example/research/electric-vehicles/01079,industry source,Electric Vehicles: Competitor Movement update for Europe,Company newsroom,2024-12-16,89,57
src-01080,req-0279,https://gov.example/research/fintech/01080,company source,FinTech: Market Size update for United States,Investor presentation,2026-04-29,65,95
src-01081,req-0339,https://news.example/research/automotive/01081,news,Automotive: Product Launches update for Southeast Asia,Financial press,2024-04-17,92,93
src-01082,req-0270,https://regulator.example/research/banking/01082,company source,Banking: Supply Chain update for Southeast Asia,Company filing,2024-07-15,92,67
src-01083,req-0283,https://gov.example/research/electric-vehicles/01083,company source,Electric Vehicles: Supply Chain update for Australia,Industry association,2025-07-11,88,79
src-01084,req-0047,https://regulator.example/research/banking/01084,research report,Banking: Market Size update for Southeast Asia,Regulatory authority,2026-01-11,63,92
src-01085,req-0092,https://news.example/research/automotive/01085,company source,Automotive: Technology Adoption update for India,Investor presentation,2026-08-23,75,64
src-01086,req-0031,https://news.example/research/generative-ai/01086,industry source,Generative AI: Regulation update for Southeast Asia,Financial press,2024-02-14,62,68
src-01087,req-0132,https://company.example/research/automotive/01087,government,Automotive: Investment Trends update for Europe,Financial press,2024-03-08,98,71
src-01088,req-0149,https://industry.example/research/renewable-energy/01088,company source,Renewable Energy: Technology Adoption update for United Kingdom,Trade publication,2024-10-31,71,63
src-01089,req-0279,https://company.example/research/fintech/01089,news,FinTech: Competitor Movement update for United States,Market data provider,2026-05-01,73,87
src-01090,req-0026,https://company.example/research/automotive/01090,news,Automotive: Pricing & Demand update for Canada,Financial press,2024-04-26,90,74
src-01091,req-0398,https://company.example/research/industrial-automation/01091,government,Industrial Automation: Value Leakage update for Global,Industry association,2025-09-25,86,85
src-01092,req-0035,https://company.example/research/logistics/01092,news,Logistics: Regulation update for Europe,Industry association,2025-03-14,89,63
src-01093,req-0383,https://research.example/research/consumer-goods/01093,research report,Consumer Goods: Regulation update for United Kingdom,Company filing,2026-02-06,90,85
src-01094,req-0420,https://gov.example/research/fintech/01094,research report,FinTech: Pricing & Demand update for Global,Trade publication,2025-10-26,62,96
src-01095,req-0078,https://regulator.example/research/automotive/01095,industry source,Automotive: Value Leakage update for United States,Regulatory authority,2025-02-04,92,95
src-01096,req-0012,https://news.example/research/electric-vehicles/01096,industry source,Electric Vehicles: Regulation update for Australia,Research publication,2025-07-22,68,75
src-01097,req-0469,https://gov.example/research/automotive/01097,regulatory,Automotive: Market Growth update for Canada,Regulatory authority,2026-03-09,93,56
src-01098,req-0484,https://industry.example/research/fintech/01098,regulatory,FinTech: Competitor Movement update for Global,Company newsroom,2025-11-11,62,89
src-01099,req-0437,https://company.example/research/automotive/01099,industry source,Automotive: Product Launches update for Europe,Industry association,2025-04-17,94,75
src-01100,req-0001,https://gov.example/research/industrial-automation/01100,government,Industrial Automation: Operational Efficiency update for Southeast Asia,Company filing,2025-10-02,87,88
src-01101,req-0189,https://news.example/research/generative-ai/01101,government,Generative AI: Market Growth update for Australia,Regulatory authority,2026-06-18,65,78
src-01102,req-0432,https://gov.example/research/fintech/01102,company source,FinTech: Market Size update for Europe,Financial press,2024-02-09,91,57
src-01103,req-0465,https://company.example/research/automotive/01103,research report,Automotive: Market Growth update for Japan,Industry association,2025-11-17,74,58
src-01104,req-0148,https://news.example/research/healthcare-technology/01104,company source,Healthcare Technology: Technology Adoption update for Canada,Research publication,2026-06-16,80,88
src-01105,req-0139,https://research.example/research/electric-vehicles/01105,company source,Electric Vehicles: Operational Efficiency update for Global,Company newsroom,2024-03-22,88,62
src-01106,req-0132,https://news.example/research/automotive/01106,industry source,Automotive: Risk & Exposure update for Europe,Trade publication,2025-12-24,71,61
